Image Name,Result,Liveness Score
0010\0010_01_05_03_330.jpg,No Error,0.8493656613558529
0010\0010_01_05_03_332.jpg,No Error,0.861642129016019
0010\0010_01_05_03_333.jpg,No Error,0.8848616438373255
0010\0010_01_05_03_334.jpg,No Error,0.8790504971668534
0010\0010_01_05_03_336.jpg,No Error,0.8668190015827588
0010\0010_01_05_03_338.jpg,No Error,0.8802417152933012
0010\0010_01_05_03_341.jpg,No Error,0.8770071897562661
0010\0010_01_05_03_342.jpg,No Error,0.8720098685076458
0010\0010_01_05_03_344.jpg,No Error,0.8635887975965597
0010\0010_01_05_03_35.jpg,No Error,0.0
0010\0010_01_05_03_354.jpg,No Error,0.8425308902292687
0010\0010_01_05_03_358.jpg,No Error,0.8500810412778342
0010\0010_01_05_03_359.jpg,No Error,0.8597740729168216
0010\0010_01_05_03_360.jpg,No Error,0.8771102620353198
0010\0010_01_05_03_363.jpg,No Error,0.8330194559417102
0010\0010_01_05_03_394.jpg,No Error,0.0
0010\0010_01_05_03_404.jpg,No Error,0.8819944713159344
0010\0010_01_05_03_408.jpg,No Error,0.0
0010\0010_01_05_03_41.jpg,Error,0.766659015501699
0010\0010_01_05_03_410.jpg,No Error,0.0
0010\0010_01_05_03_418.jpg,No Error,0.0
0010\0010_01_05_03_445.jpg,No Error,0.0
0010\0010_01_05_03_450.jpg,No Error,0.0
0010\0010_01_05_03_454.jpg,No Error,0.9436704914387365
0010\0010_01_05_03_464.jpg,No Error,0.8932429122822347
0010\0010_01_05_03_465.jpg,No Error,0.8923913207006545
0010\0010_01_05_03_466.jpg,No Error,0.0
0010\0010_01_05_03_468.jpg,No Error,0.9267799379263983
0010\0010_01_05_03_471.jpg,No Error,0.8633083324694334
0010\0010_01_05_03_474.jpg,No Error,0.0
0010\0010_01_05_03_484.jpg,No Error,0.0
0010\0010_01_05_03_55.jpg,No Error,0.8494287607479343
0010\0010_01_05_03_56.jpg,No Error,0.8770551656810266
0015\0015_01_05_03_108.jpg,No Error,0.0
0015\0015_01_05_03_113.jpg,No Error,0.0
0015\0015_01_05_03_114.jpg,No Error,0.0
0015\0015_01_05_03_118.jpg,No Error,0.0
0015\0015_01_05_03_119.jpg,No Error,0.0
0015\0015_01_05_03_120.jpg,No Error,0.0
0015\0015_01_05_03_121.jpg,No Error,0.0
0015\0015_01_05_03_124.jpg,No Error,0.0
0015\0015_01_05_03_125.jpg,No Error,0.0
0015\0015_01_05_03_127.jpg,No Error,0.0
0015\0015_01_05_03_128.jpg,No Error,0.0
0015\0015_01_05_03_129.jpg,No Error,0.0
0015\0015_01_05_03_130.jpg,No Error,0.0
0015\0015_01_05_03_131.jpg,No Error,0.0
0015\0015_01_05_03_132.jpg,No Error,0.0
0015\0015_01_05_03_136.jpg,No Error,0.0
0015\0015_01_05_03_137.jpg,No Error,0.8530267427729644
0015\0015_01_05_03_138.jpg,No Error,0.8306308761164476
0015\0015_01_05_03_141.jpg,No Error,0.0
0015\0015_01_05_03_142.jpg,No Error,0.0
0015\0015_01_05_03_143.jpg,No Error,0.0
0015\0015_01_05_03_144.jpg,No Error,0.0
0015\0015_01_05_03_146.jpg,No Error,0.0
0015\0015_01_05_03_15.jpg,No Error,0.0
0015\0015_01_05_03_150.jpg,No Error,0.0
0015\0015_01_05_03_151.jpg,No Error,0.0
0015\0015_01_05_03_154.jpg,No Error,0.0
0015\0015_01_05_03_155.jpg,No Error,0.0
0015\0015_01_05_03_156.jpg,No Error,0.0
0015\0015_01_05_03_157.jpg,No Error,0.0
0015\0015_01_05_03_158.jpg,No Error,0.0
0015\0015_01_05_03_159.jpg,No Error,0.0
0015\0015_01_05_03_160.jpg,No Error,0.0
0015\0015_01_05_03_161.jpg,No Error,0.0
0015\0015_01_05_03_166.jpg,No Error,0.8240843704200057
0015\0015_01_05_03_167.jpg,No Error,0.0
0015\0015_01_05_03_171.jpg,No Error,0.0
0015\0015_01_05_03_172.jpg,No Error,0.8844792206995795
0015\0015_01_05_03_174.jpg,No Error,0.0
0015\0015_01_05_03_176.jpg,No Error,0.9441802336112864
0015\0015_01_05_03_177.jpg,No Error,0.9213324968056147
0015\0015_01_05_03_181.jpg,No Error,0.0
0015\0015_01_05_03_187.jpg,No Error,0.0
0015\0015_01_05_03_188.jpg,No Error,0.0
0015\0015_01_05_03_189.jpg,No Error,0.0
0015\0015_01_05_03_19.jpg,No Error,0.0
0015\0015_01_05_03_192.jpg,No Error,0.0
0015\0015_01_05_03_195.jpg,No Error,0.0
0015\0015_01_05_03_196.jpg,No Error,0.0
0015\0015_01_05_03_197.jpg,No Error,0.0
0015\0015_01_05_03_198.jpg,No Error,0.0
0015\0015_01_05_03_2.jpg,No Error,0.0
0015\0015_01_05_03_203.jpg,No Error,0.9422344885049772
0015\0015_01_05_03_211.jpg,No Error,0.9423516500531015
0015\0015_01_05_03_213.jpg,No Error,0.0
0015\0015_01_05_03_215.jpg,No Error,0.0
0015\0015_01_05_03_216.jpg,No Error,0.0
0015\0015_01_05_03_217.jpg,No Error,0.0
0015\0015_01_05_03_22.jpg,No Error,0.0
0015\0015_01_05_03_252.jpg,No Error,0.0
0015\0015_01_05_03_26.jpg,No Error,0.0
0015\0015_01_05_03_260.jpg,No Error,0.0
0015\0015_01_05_03_261.jpg,Error,0.7982034874341049
0015\0015_01_05_03_263.jpg,No Error,0.0
0015\0015_01_05_03_264.jpg,No Error,0.0
0015\0015_01_05_03_265.jpg,No Error,0.9078428771206457
0015\0015_01_05_03_266.jpg,No Error,0.0
0015\0015_01_05_03_267.jpg,No Error,0.819733737070691
0015\0015_01_05_03_27.jpg,No Error,0.0
0015\0015_01_05_03_276.jpg,No Error,0.0
0015\0015_01_05_03_277.jpg,No Error,0.0
0015\0015_01_05_03_28.jpg,No Error,0.9148303244459247
0015\0015_01_05_03_291.jpg,No Error,0.0
0015\0015_01_05_03_294.jpg,No Error,0.0
0015\0015_01_05_03_3.jpg,No Error,0.0
0015\0015_01_05_03_301.jpg,No Error,0.0
0015\0015_01_05_03_302.jpg,No Error,0.0
0015\0015_01_05_03_303.jpg,No Error,0.0
0015\0015_01_05_03_315.jpg,No Error,0.9053265234337938
0015\0015_01_05_03_316.jpg,No Error,0.0
0015\0015_01_05_03_319.jpg,No Error,0.9311691583099436
0015\0015_01_05_03_33.jpg,No Error,0.0
0015\0015_01_05_03_331.jpg,No Error,0.0
0015\0015_01_05_03_332.jpg,No Error,0.0
0015\0015_01_05_03_336.jpg,No Error,0.0
0015\0015_01_05_03_338.jpg,No Error,0.9095705192634458
0015\0015_01_05_03_339.jpg,No Error,0.8780253308772356
0015\0015_01_05_03_35.jpg,Error,0.7156768119883015
0015\0015_01_05_03_36.jpg,Error,0.7165213134776904
0015\0015_01_05_03_361.jpg,No Error,0.0
0015\0015_01_05_03_363.jpg,No Error,0.0
0015\0015_01_05_03_364.jpg,No Error,0.8880578413444459
0015\0015_01_05_03_365.jpg,No Error,0.0
0015\0015_01_05_03_366.jpg,No Error,0.0
0015\0015_01_05_03_379.jpg,No Error,0.9079647302973336
0015\0015_01_05_03_380.jpg,No Error,0.9084358862824858
0015\0015_01_05_03_383.jpg,No Error,0.0
0015\0015_01_05_03_39.jpg,Error,0.7243153449210777
0015\0015_01_05_03_390.jpg,No Error,0.8806940537085644
0015\0015_01_05_03_397.jpg,No Error,0.0
0015\0015_01_05_03_40.jpg,Error,0.7049012966180291
0015\0015_01_05_03_400.jpg,No Error,0.8768477964120938
0015\0015_01_05_03_403.jpg,No Error,0.895685674464308
0015\0015_01_05_03_404.jpg,No Error,0.8769315574387786
0015\0015_01_05_03_407.jpg,No Error,0.8688972475697457
0015\0015_01_05_03_408.jpg,No Error,0.8136429423475163
0015\0015_01_05_03_410.jpg,No Error,0.8624585059119668
0015\0015_01_05_03_437.jpg,No Error,0.0
0015\0015_01_05_03_438.jpg,No Error,0.0
0015\0015_01_05_03_439.jpg,No Error,0.0
0015\0015_01_05_03_478.jpg,No Error,0.0
0015\0015_01_05_03_482.jpg,No Error,0.0
0015\0015_01_05_03_485.jpg,No Error,0.0
0015\0015_01_05_03_486.jpg,No Error,0.0
0015\0015_01_05_03_499.jpg,No Error,0.0
0015\0015_01_05_03_53.jpg,No Error,0.0
0015\0015_01_05_03_92.jpg,No Error,0.9622786592040634
0015\0015_01_05_03_93.jpg,No Error,0.0
0007\0007_01_05_03_10.jpg,No Error,0.8034016119557751
0007\0007_01_05_03_100.jpg,No Error,0.8721854708991408
0007\0007_01_05_03_101.jpg,No Error,0.8895697818059212
0007\0007_01_05_03_103.jpg,No Error,0.8955549868068032
0007\0007_01_05_03_104.jpg,No Error,0.8544102246515787
0007\0007_01_05_03_105.jpg,No Error,0.898633635175502
0007\0007_01_05_03_106.jpg,No Error,0.9076112182236489
0007\0007_01_05_03_107.jpg,No Error,0.8663910769434854
0007\0007_01_05_03_108.jpg,No Error,0.8746214928965581
0007\0007_01_05_03_109.jpg,No Error,0.8688713149559021
0007\0007_01_05_03_11.jpg,No Error,0.8173094512778634
0007\0007_01_05_03_110.jpg,No Error,0.0
0007\0007_01_05_03_111.jpg,No Error,0.8568890185733804
0007\0007_01_05_03_112.jpg,No Error,0.0
0007\0007_01_05_03_113.jpg,No Error,0.8685432666846572
0007\0007_01_05_03_114.jpg,No Error,0.9055324266400974
0007\0007_01_05_03_115.jpg,No Error,0.0
0007\0007_01_05_03_116.jpg,No Error,0.8923026115888725
0007\0007_01_05_03_117.jpg,No Error,0.8614624389851767
0007\0007_01_05_03_118.jpg,No Error,0.8519168151477243
0007\0007_01_05_03_12.jpg,No Error,0.8505654607131399
0007\0007_01_05_03_125.jpg,No Error,0.0
0007\0007_01_05_03_126.jpg,No Error,0.0
0007\0007_01_05_03_13.jpg,No Error,0.8627256900519238
0007\0007_01_05_03_130.jpg,No Error,0.8602240492490005
0007\0007_01_05_03_131.jpg,No Error,0.0
0007\0007_01_05_03_132.jpg,No Error,0.0
0007\0007_01_05_03_133.jpg,No Error,0.8585728160236517
0007\0007_01_05_03_134.jpg,No Error,0.0
0007\0007_01_05_03_135.jpg,No Error,0.8664164762347841
0007\0007_01_05_03_137.jpg,No Error,0.0
0007\0007_01_05_03_138.jpg,No Error,0.0
0007\0007_01_05_03_139.jpg,No Error,0.0
0007\0007_01_05_03_14.jpg,No Error,0.8501933630663745
0007\0007_01_05_03_141.jpg,No Error,0.0
0007\0007_01_05_03_142.jpg,No Error,0.0
0007\0007_01_05_03_143.jpg,No Error,0.0
0007\0007_01_05_03_144.jpg,No Error,0.0
0007\0007_01_05_03_145.jpg,No Error,0.0
0007\0007_01_05_03_146.jpg,No Error,0.0
0007\0007_01_05_03_147.jpg,No Error,0.0
0007\0007_01_05_03_148.jpg,No Error,0.0
0007\0007_01_05_03_149.jpg,No Error,0.0
0007\0007_01_05_03_15.jpg,No Error,0.8108560060695597
0007\0007_01_05_03_150.jpg,No Error,0.0
0007\0007_01_05_03_151.jpg,No Error,0.0
0007\0007_01_05_03_152.jpg,No Error,0.0
0007\0007_01_05_03_153.jpg,No Error,0.0
0007\0007_01_05_03_154.jpg,No Error,0.0
0007\0007_01_05_03_155.jpg,No Error,0.0
0007\0007_01_05_03_156.jpg,No Error,0.0
0007\0007_01_05_03_157.jpg,No Error,0.0
0007\0007_01_05_03_158.jpg,No Error,0.0
0007\0007_01_05_03_159.jpg,No Error,0.0
0007\0007_01_05_03_16.jpg,No Error,0.8451236095981347
0007\0007_01_05_03_160.jpg,No Error,0.0
0007\0007_01_05_03_161.jpg,No Error,0.0
0007\0007_01_05_03_162.jpg,No Error,0.0
0007\0007_01_05_03_163.jpg,No Error,0.0
0007\0007_01_05_03_164.jpg,No Error,0.0
0007\0007_01_05_03_165.jpg,No Error,0.0
0007\0007_01_05_03_166.jpg,No Error,0.0
0007\0007_01_05_03_167.jpg,No Error,0.0
0007\0007_01_05_03_168.jpg,No Error,0.0
0007\0007_01_05_03_169.jpg,No Error,0.8589786842849744
0007\0007_01_05_03_17.jpg,No Error,0.8001776501994214
0007\0007_01_05_03_170.jpg,No Error,0.8593691324030691
0007\0007_01_05_03_171.jpg,No Error,0.855829609810572
0007\0007_01_05_03_172.jpg,No Error,0.8603332597414506
0007\0007_01_05_03_174.jpg,No Error,0.8752315072982287
0007\0007_01_05_03_175.jpg,No Error,0.8755194071199656
0007\0007_01_05_03_176.jpg,No Error,0.8751313661971407
0007\0007_01_05_03_177.jpg,No Error,0.8728860540365105
0007\0007_01_05_03_178.jpg,No Error,0.8719870290884182
0007\0007_01_05_03_179.jpg,No Error,0.8561047907512901
0007\0007_01_05_03_18.jpg,No Error,0.8268627588767554
0007\0007_01_05_03_180.jpg,No Error,0.8721367438875733
0007\0007_01_05_03_181.jpg,No Error,0.8803782849959112
0007\0007_01_05_03_182.jpg,No Error,0.8564820955028173
0007\0007_01_05_03_183.jpg,No Error,0.8706454523405981
0007\0007_01_05_03_184.jpg,No Error,0.8703156987841919
0007\0007_01_05_03_185.jpg,No Error,0.8485505301407699
0007\0007_01_05_03_186.jpg,No Error,0.8836127135067127
0007\0007_01_05_03_187.jpg,No Error,0.8677207071477903
0007\0007_01_05_03_188.jpg,No Error,0.0
0007\0007_01_05_03_189.jpg,No Error,0.8771184162346176
0007\0007_01_05_03_19.jpg,No Error,0.8411040245718353
0007\0007_01_05_03_190.jpg,No Error,0.8915085628927495
0007\0007_01_05_03_191.jpg,No Error,0.8973721684550185
0007\0007_01_05_03_194.jpg,No Error,0.8955398973740639
0007\0007_01_05_03_195.jpg,No Error,0.8934996372124151
0007\0007_01_05_03_196.jpg,No Error,0.8993096906298196
0007\0007_01_05_03_197.jpg,No Error,0.8959579623544791
0007\0007_01_05_03_199.jpg,No Error,0.870534155678942
0007\0007_01_05_03_20.jpg,No Error,0.830831665760655
0007\0007_01_05_03_200.jpg,No Error,0.884665123247461
0007\0007_01_05_03_201.jpg,No Error,0.8947703304811448
0007\0007_01_05_03_202.jpg,No Error,0.8661892918070003
0007\0007_01_05_03_203.jpg,No Error,0.8679273920694736
0007\0007_01_05_03_204.jpg,No Error,0.8880706847069566
0007\0007_01_05_03_205.jpg,No Error,0.8952936758664757
0007\0007_01_05_03_206.jpg,No Error,0.8852210518686864
0007\0007_01_05_03_207.jpg,No Error,0.8927003417299393
0007\0007_01_05_03_208.jpg,No Error,0.8814037344593668
0007\0007_01_05_03_209.jpg,No Error,0.8463426315165125
0007\0007_01_05_03_212.jpg,No Error,0.8683409226012195
0007\0007_01_05_03_213.jpg,No Error,0.0
0007\0007_01_05_03_214.jpg,No Error,0.8482265034659721
0007\0007_01_05_03_215.jpg,No Error,0.8344535784907463
0007\0007_01_05_03_216.jpg,No Error,0.0
0007\0007_01_05_03_217.jpg,No Error,0.0
0007\0007_01_05_03_218.jpg,No Error,0.8822683653150297
0007\0007_01_05_03_219.jpg,No Error,0.0
0007\0007_01_05_03_22.jpg,No Error,0.8636935590699405
0007\0007_01_05_03_220.jpg,No Error,0.0
0007\0007_01_05_03_221.jpg,No Error,0.8861882726312142
0007\0007_01_05_03_222.jpg,No Error,0.0
0007\0007_01_05_03_223.jpg,No Error,0.0
0007\0007_01_05_03_224.jpg,No Error,0.8511531450856119
0007\0007_01_05_03_225.jpg,No Error,0.8471733192612729
0007\0007_01_05_03_226.jpg,No Error,0.8554347230786664
0007\0007_01_05_03_227.jpg,No Error,0.8554345284934087
0007\0007_01_05_03_228.jpg,No Error,0.8622755763311131
0007\0007_01_05_03_229.jpg,No Error,0.8520849213085111
0007\0007_01_05_03_23.jpg,No Error,0.8069294115789718
0007\0007_01_05_03_230.jpg,No Error,0.8509300922390336
0007\0007_01_05_03_231.jpg,No Error,0.8576917885172789
0007\0007_01_05_03_232.jpg,No Error,0.8414336012496026
0007\0007_01_05_03_233.jpg,No Error,0.8451154514975601
0007\0007_01_05_03_234.jpg,No Error,0.8453849710811542
0007\0007_01_05_03_235.jpg,No Error,0.8523829379964014
0007\0007_01_05_03_236.jpg,No Error,0.8421402587405412
0007\0007_01_05_03_237.jpg,No Error,0.8487896279336962
0007\0007_01_05_03_238.jpg,No Error,0.842847750450522
0007\0007_01_05_03_239.jpg,No Error,0.8439275185089039
0007\0007_01_05_03_24.jpg,No Error,0.8377365548137736
0007\0007_01_05_03_240.jpg,No Error,0.8404192199829479
0007\0007_01_05_03_241.jpg,No Error,0.8527325601551978
0007\0007_01_05_03_242.jpg,No Error,0.8506210855158517
0007\0007_01_05_03_243.jpg,No Error,0.8494298203652593
0007\0007_01_05_03_244.jpg,No Error,0.8379347751762016
0007\0007_01_05_03_245.jpg,No Error,0.8453748665883759
0007\0007_01_05_03_246.jpg,No Error,0.8476984411599003
0007\0007_01_05_03_247.jpg,No Error,0.8677272306448348
0007\0007_01_05_03_248.jpg,No Error,0.8552942145083743
0007\0007_01_05_03_249.jpg,No Error,0.8586533882814863
0007\0007_01_05_03_25.jpg,No Error,0.8247320979948494
0007\0007_01_05_03_250.jpg,No Error,0.8712546477078186
0007\0007_01_05_03_251.jpg,No Error,0.8484253360274587
0007\0007_01_05_03_252.jpg,No Error,0.864073911623348
0007\0007_01_05_03_253.jpg,No Error,0.8746029400169396
0007\0007_01_05_03_254.jpg,No Error,0.8704222841086142
0007\0007_01_05_03_255.jpg,No Error,0.8704136410279707
0007\0007_01_05_03_256.jpg,No Error,0.8471183635203229
0007\0007_01_05_03_257.jpg,No Error,0.8538956834310074
0007\0007_01_05_03_258.jpg,No Error,0.8593861013958254
0007\0007_01_05_03_259.jpg,No Error,0.8381759488482892
0007\0007_01_05_03_26.jpg,No Error,0.8250083891152548
0007\0007_01_05_03_263.jpg,No Error,0.8163337564806213
0007\0007_01_05_03_264.jpg,No Error,0.8257377656388896
0007\0007_01_05_03_265.jpg,No Error,0.8528958535950957
0007\0007_01_05_03_267.jpg,No Error,0.8349212955999153
0007\0007_01_05_03_268.jpg,No Error,0.825068095031772
0007\0007_01_05_03_269.jpg,No Error,0.8520875123576718
0007\0007_01_05_03_27.jpg,No Error,0.8055024679871492
0007\0007_01_05_03_270.jpg,No Error,0.8677951226302412
0007\0007_01_05_03_272.jpg,No Error,0.9013510835201767
0007\0007_01_05_03_273.jpg,No Error,0.8608202680144477
0007\0007_01_05_03_274.jpg,No Error,0.8016758067078686
0007\0007_01_05_03_275.jpg,No Error,0.808341586121527
0007\0007_01_05_03_276.jpg,No Error,0.8289042579670259
0007\0007_01_05_03_277.jpg,No Error,0.0
0007\0007_01_05_03_278.jpg,No Error,0.8478456605636198
0007\0007_01_05_03_280.jpg,No Error,0.0
0007\0007_01_05_03_281.jpg,No Error,0.0
0007\0007_01_05_03_282.jpg,No Error,0.8850024299819269
0007\0007_01_05_03_283.jpg,No Error,0.8718049612320211
0007\0007_01_05_03_284.jpg,No Error,0.872554921142924
0007\0007_01_05_03_285.jpg,No Error,0.8723737781791587
0007\0007_01_05_03_286.jpg,No Error,0.889969149122992
0007\0007_01_05_03_287.jpg,No Error,0.8922194064641891
0007\0007_01_05_03_288.jpg,No Error,0.8737740062298864
0007\0007_01_05_03_289.jpg,No Error,0.8719380150655411
0007\0007_01_05_03_29.jpg,No Error,0.8489823650104603
0007\0007_01_05_03_290.jpg,No Error,0.8947025251487407
0007\0007_01_05_03_291.jpg,No Error,0.0
0007\0007_01_05_03_292.jpg,No Error,0.8939415278426985
0007\0007_01_05_03_293.jpg,No Error,0.0
0007\0007_01_05_03_294.jpg,No Error,0.8770722537708077
0007\0007_01_05_03_295.jpg,No Error,0.8827126919184581
0007\0007_01_05_03_296.jpg,No Error,0.9158634136013315
0007\0007_01_05_03_297.jpg,No Error,0.9113581100385097
0007\0007_01_05_03_298.jpg,No Error,0.8862935114837938
0007\0007_01_05_03_299.jpg,No Error,0.0
0007\0007_01_05_03_30.jpg,No Error,0.8499985608295534
0007\0007_01_05_03_300.jpg,No Error,0.8929957157025936
0007\0007_01_05_03_301.jpg,No Error,0.881073321009383
0007\0007_01_05_03_302.jpg,No Error,0.0
0007\0007_01_05_03_303.jpg,No Error,0.0
0007\0007_01_05_03_304.jpg,No Error,0.0
0007\0007_01_05_03_305.jpg,No Error,0.8235842879555718
0007\0007_01_05_03_307.jpg,No Error,0.0
0007\0007_01_05_03_309.jpg,No Error,0.8463592913371409
0007\0007_01_05_03_31.jpg,No Error,0.8445751558190641
0007\0007_01_05_03_312.jpg,No Error,0.8283326297304426
0007\0007_01_05_03_314.jpg,No Error,0.8524723780143267
0007\0007_01_05_03_315.jpg,No Error,0.8110125060198901
0007\0007_01_05_03_317.jpg,No Error,0.8464866531682533
0007\0007_01_05_03_318.jpg,No Error,0.8201089667074131
0007\0007_01_05_03_32.jpg,No Error,0.8318150434226373
0007\0007_01_05_03_320.jpg,No Error,0.8085172222642122
0007\0007_01_05_03_321.jpg,No Error,0.8382535821370005
0007\0007_01_05_03_322.jpg,No Error,0.8247897186264227
0007\0007_01_05_03_323.jpg,No Error,0.8183946714646338
0007\0007_01_05_03_325.jpg,No Error,0.8295113693670544
0007\0007_01_05_03_326.jpg,No Error,0.811055010757755
0007\0007_01_05_03_327.jpg,No Error,0.8468034504400389
0007\0007_01_05_03_328.jpg,No Error,0.8214274029033616
0007\0007_01_05_03_329.jpg,Error,0.799293326244345
0007\0007_01_05_03_33.jpg,No Error,0.8153258081775112
0007\0007_01_05_03_330.jpg,Error,0.7990796481689981
0007\0007_01_05_03_331.jpg,No Error,0.8081946256199855
0007\0007_01_05_03_332.jpg,No Error,0.8199563705656049
0007\0007_01_05_03_333.jpg,No Error,0.8203171159374324
0007\0007_01_05_03_334.jpg,No Error,0.8275554971340885
0007\0007_01_05_03_338.jpg,No Error,0.8150221279398028
0007\0007_01_05_03_339.jpg,No Error,0.8160727416618274
0007\0007_01_05_03_34.jpg,No Error,0.8343986389040919
0007\0007_01_05_03_340.jpg,No Error,0.0
0007\0007_01_05_03_341.jpg,No Error,0.0
0007\0007_01_05_03_342.jpg,No Error,0.0
0007\0007_01_05_03_343.jpg,No Error,0.0
0007\0007_01_05_03_346.jpg,No Error,0.0
0007\0007_01_05_03_347.jpg,No Error,0.0
0007\0007_01_05_03_349.jpg,No Error,0.0
0007\0007_01_05_03_35.jpg,No Error,0.8134856378003894
0007\0007_01_05_03_350.jpg,No Error,0.0
0007\0007_01_05_03_351.jpg,No Error,0.0
0007\0007_01_05_03_353.jpg,No Error,0.0
0007\0007_01_05_03_356.jpg,No Error,0.0
0007\0007_01_05_03_36.jpg,No Error,0.8312261516520469
0007\0007_01_05_03_361.jpg,No Error,0.8092873397987798
0007\0007_01_05_03_362.jpg,No Error,0.8101432484666653
0007\0007_01_05_03_363.jpg,Error,0.7973107192185881
0007\0007_01_05_03_364.jpg,No Error,0.8209233833064676
0007\0007_01_05_03_365.jpg,No Error,0.8350700952307857
0007\0007_01_05_03_366.jpg,No Error,0.8526360837995313
0007\0007_01_05_03_367.jpg,No Error,0.8492856627107745
0007\0007_01_05_03_368.jpg,No Error,0.8546487237840404
0007\0007_01_05_03_369.jpg,No Error,0.82699009437279
0007\0007_01_05_03_37.jpg,No Error,0.8373504229608388
0007\0007_01_05_03_370.jpg,Error,0.7844893024958519
0007\0007_01_05_03_371.jpg,No Error,0.0
0007\0007_01_05_03_373.jpg,No Error,0.8177275992127646
0007\0007_01_05_03_374.jpg,No Error,0.8333179325206943
0007\0007_01_05_03_375.jpg,No Error,0.8568628072912344
0007\0007_01_05_03_376.jpg,No Error,0.833233021366137
0007\0007_01_05_03_377.jpg,No Error,0.8182464465635835
0007\0007_01_05_03_378.jpg,No Error,0.853149338112079
0007\0007_01_05_03_379.jpg,No Error,0.8622988776807424
0007\0007_01_05_03_38.jpg,No Error,0.8417419233756915
0007\0007_01_05_03_380.jpg,No Error,0.8643389423384017
0007\0007_01_05_03_381.jpg,No Error,0.8645493740450549
0007\0007_01_05_03_382.jpg,No Error,0.8749588267326752
0007\0007_01_05_03_383.jpg,No Error,0.8542786551700214
0007\0007_01_05_03_384.jpg,No Error,0.823258276264336
0007\0007_01_05_03_385.jpg,No Error,0.8645036663055558
0007\0007_01_05_03_386.jpg,No Error,0.8513445945783927
0007\0007_01_05_03_387.jpg,No Error,0.866652810168275
0007\0007_01_05_03_388.jpg,No Error,0.8527307306656672
0007\0007_01_05_03_389.jpg,No Error,0.8738435547817992
0007\0007_01_05_03_39.jpg,No Error,0.8405869628182367
0007\0007_01_05_03_390.jpg,No Error,0.8503173273336458
0007\0007_01_05_03_391.jpg,No Error,0.8746019815617212
0007\0007_01_05_03_392.jpg,No Error,0.8562830412578546
0007\0007_01_05_03_393.jpg,No Error,0.8646253705136274
0007\0007_01_05_03_394.jpg,No Error,0.8780922552890801
0007\0007_01_05_03_395.jpg,No Error,0.8661212971561844
0007\0007_01_05_03_396.jpg,No Error,0.0
0007\0007_01_05_03_397.jpg,No Error,0.866856383899979
0007\0007_01_05_03_398.jpg,No Error,0.860339330860679
0007\0007_01_05_03_399.jpg,No Error,0.854938145800099
0007\0007_01_05_03_40.jpg,No Error,0.8281457318505306
0007\0007_01_05_03_400.jpg,No Error,0.8567126131152303
0007\0007_01_05_03_401.jpg,No Error,0.8529126616124876
0007\0007_01_05_03_402.jpg,No Error,0.8501099702927839
0007\0007_01_05_03_403.jpg,No Error,0.8603891009788764
