Image,Result,Confidence,Time(ms)
0003_01_00_01_495.jpg,real,0.952468,9
0003_01_00_01_50.jpg,real,0.943665,10
0003_01_00_01_55.jpg,real,0.939731,9
0003_01_00_01_6.jpg,real,0.930181,9
0003_01_00_01_64.jpg,real,0.903345,9
0003_01_00_01_69.jpg,real,0.891739,10
0003_01_00_01_73.jpg,real,0.940734,9
0003_01_00_01_78.jpg,real,0.950231,9
0003_01_00_01_82.jpg,real,0.943257,10
0003_01_00_01_87.jpg,real,0.94617,9
0003_01_00_01_91.jpg,real,0.948299,10
0003_01_00_01_96.jpg,real,0.952247,8
0003_01_01_02_10.jpg,attack,0.54089,9
0003_01_01_02_118.jpg,real,0.883357,10
0003_01_01_02_136.jpg,real,0.882616,12
0003_01_01_02_154.jpg,real,0.882004,10
0003_01_01_02_172.jpg,real,0.882216,9
0003_01_01_02_190.jpg,real,0.881607,10
0003_01_01_02_209.jpg,real,0.881706,11
0003_01_01_02_227.jpg,real,0.882414,10
0003_01_01_02_245.jpg,real,0.882496,9
0003_01_01_02_263.jpg,real,0.881796,10
0003_01_01_02_281.jpg,real,0.881318,10
0003_01_01_02_30.jpg,real,0.912459,9
0003_01_01_02_318.jpg,real,0.882129,9
0003_01_01_02_336.jpg,real,0.881218,10
0003_01_01_02_354.jpg,real,0.88132,9
0003_01_01_02_372.jpg,real,0.881549,9
0003_01_01_02_390.jpg,real,0.881186,9
0003_01_01_02_409.jpg,real,0.881004,11
0003_01_01_02_427.jpg,real,0.885591,9
0003_01_01_02_445.jpg,real,0.881994,10
0003_01_01_02_463.jpg,real,0.881757,13
0003_01_01_02_481.jpg,real,0.881278,12
0003_01_01_02_50.jpg,real,0.883411,11
0003_01_01_02_7.jpg,attack,0.682968,10
0003_01_01_02_88.jpg,real,0.882689,10
0003_01_01_03_100.jpg,attack,0.545539,12
0003_01_01_03_106.jpg,attack,0.764619,17
0003_01_01_03_112.jpg,attack,0.782779,87
0003_01_01_03_118.jpg,attack,0.774301,88
0003_01_01_03_124.jpg,attack,0.766974,19
0003_01_01_03_130.jpg,attack,0.754916,12
0003_01_01_03_136.jpg,attack,0.76958,11
0003_01_01_03_142.jpg,attack,0.769627,11
0003_01_01_03_148.jpg,attack,0.780835,11
0003_01_01_03_154.jpg,attack,0.768064,11
0003_01_01_03_160.jpg,attack,0.546914,10
0003_01_01_03_166.jpg,attack,0.738148,11
0003_01_01_03_172.jpg,attack,0.782626,10
0003_01_01_03_178.jpg,attack,0.771885,11
0003_01_01_03_184.jpg,attack,0.772838,12
0003_01_01_03_190.jpg,attack,0.780076,30
0003_01_01_03_196.jpg,attack,0.772975,14
0003_01_01_03_201.jpg,attack,0.767846,27
0003_01_01_03_207.jpg,attack,0.767457,18
0003_01_01_03_212.jpg,attack,0.781647,151
0003_01_01_03_218.jpg,attack,0.776969,41
0003_01_01_03_223.jpg,attack,0.714993,20
0003_01_01_03_229.jpg,attack,0.541314,90
0003_01_01_03_234.jpg,attack,0.783454,54
0003_01_01_03_24.jpg,attack,0.351089,122
0003_01_01_03_245.jpg,attack,0.777203,114
0003_01_01_03_252.jpg,attack,0.775972,32
0003_01_01_03_258.jpg,attack,0.533467,17
0003_01_01_03_263.jpg,attack,0.779027,17
0003_01_01_03_269.jpg,attack,0.772492,14
0003_01_01_03_274.jpg,attack,0.769311,13
0003_01_01_03_28.jpg,attack,0.564122,14
0003_01_01_03_285.jpg,attack,0.54003,20
0003_01_01_03_290.jpg,attack,0.772085,38
0003_01_01_03_296.jpg,attack,0.769341,29
0003_01_01_03_301.jpg,attack,0.771035,47
0003_01_01_03_307.jpg,attack,0.769734,20
0003_01_01_03_313.jpg,attack,0.539384,23
0003_01_01_03_319.jpg,attack,0.737792,17
0003_01_01_03_325.jpg,attack,0.541339,21
0003_01_01_03_331.jpg,attack,0.538147,15
0003_01_01_03_337.jpg,attack,0.68045,13
0003_01_01_03_343.jpg,attack,0.78217,14
0003_01_01_03_349.jpg,attack,0.773397,12
0003_01_01_03_354.jpg,attack,0.779908,13
0003_01_01_03_36.jpg,attack,0.70624,17
0003_01_01_03_365.jpg,attack,0.486747,16
0003_01_01_03_372.jpg,attack,0.546669,13
0003_01_01_03_378.jpg,attack,0.545653,12
0003_01_01_03_383.jpg,attack,0.542848,10
0003_01_01_03_389.jpg,attack,0.760547,10
0003_01_01_03_394.jpg,attack,0.561548,12
0003_01_01_03_40.jpg,attack,0.345013,12
0003_01_01_03_405.jpg,attack,0.535023,10
0003_01_01_03_410.jpg,attack,0.538328,10
0003_01_01_03_416.jpg,attack,0.543576,10
0003_01_01_03_421.jpg,attack,0.539212,10
0003_01_01_03_43.jpg,attack,0.537176,11
0003_01_01_03_435.jpg,attack,0.745366,10
0003_01_01_03_440.jpg,attack,0.74369,11
0003_01_01_03_446.jpg,attack,0.539126,11
0003_01_01_03_451.jpg,attack,0.755431,9
0003_01_01_03_457.jpg,attack,0.779587,11
0003_01_01_03_462.jpg,attack,0.538876,10
0003_01_01_03_468.jpg,attack,0.775546,14
0003_01_01_03_473.jpg,attack,0.539897,11
0003_01_01_03_479.jpg,attack,0.544864,11
0003_01_01_03_484.jpg,attack,0.54183,12
0003_01_01_03_49.jpg,attack,0.535577,10
0003_01_01_03_495.jpg,attack,0.746766,12
0003_01_01_03_51.jpg,attack,0.54,11
0003_01_01_03_57.jpg,attack,0.540147,11
0003_01_01_03_63.jpg,attack,0.53588,16
0003_01_01_03_69.jpg,attack,0.535658,13
0003_01_01_03_75.jpg,attack,0.340078,11
0003_01_01_03_82.jpg,attack,0.542585,10
0003_01_01_03_88.jpg,attack,0.540451,11
0003_01_01_03_94.jpg,attack,0.537001,12
0003_01_02_02_0.jpg,real,0.951293,11
0003_01_02_02_117.jpg,real,0.933743,14
0003_01_02_02_137.jpg,real,0.941895,16
0003_01_02_02_155.jpg,real,0.966091,14
0003_01_02_02_173.jpg,real,0.959278,15
0003_01_02_02_191.jpg,real,0.952007,15
0003_01_02_02_210.jpg,real,0.961488,13
0003_01_02_02_230.jpg,real,0.967665,11
0003_01_02_02_249.jpg,real,0.884048,15
0003_01_02_02_267.jpg,real,0.883711,13
0003_01_02_02_285.jpg,real,0.885127,28
0003_01_02_02_302.jpg,real,0.95374,12
0003_01_02_02_320.jpg,real,0.944681,16
0003_01_02_02_339.jpg,real,0.940211,12
0003_01_02_02_357.jpg,real,0.946161,18
0003_01_02_02_375.jpg,real,0.922403,28
0003_01_02_02_393.jpg,real,0.902339,19
0003_01_02_02_410.jpg,real,0.951069,18
0003_01_02_02_429.jpg,real,0.898832,31
0003_01_02_02_447.jpg,real,0.878142,37
0003_01_02_02_465.jpg,real,0.921151,22
0003_01_02_02_483.jpg,real,0.92042,21
0003_01_02_02_51.jpg,real,0.968423,14
0003_01_02_02_7.jpg,real,0.938143,40
0003_01_02_02_88.jpg,real,0.96747,14
0003_01_02_03_100.jpg,attack,0.79213,13
0003_01_02_03_106.jpg,real,0.800013,22
0003_01_02_03_112.jpg,attack,0.582881,23
0003_01_02_03_118.jpg,attack,0.721864,28
0003_01_02_03_124.jpg,real,0.942447,15
0003_01_02_03_130.jpg,attack,0.705719,33
0003_01_02_03_136.jpg,attack,0.542173,13
0003_01_02_03_142.jpg,attack,0.542952,11
0003_01_02_03_148.jpg,attack,0.62002,20
0003_01_02_03_154.jpg,attack,0.726979,13
0003_01_02_03_160.jpg,attack,0.707812,15
0003_01_02_03_166.jpg,attack,0.693922,10
0003_01_02_03_172.jpg,real,0.899781,13
0003_01_02_03_178.jpg,real,0.93985,13
0003_01_02_03_184.jpg,attack,0.721747,19
0003_01_02_03_190.jpg,attack,0.683864,12
0003_01_02_03_196.jpg,attack,0.540274,13
0003_01_02_03_201.jpg,attack,0.544301,10
0003_01_02_03_207.jpg,real,0.873136,9
0003_01_02_03_212.jpg,real,0.924609,16
0003_01_02_03_218.jpg,real,0.95144,16
0003_01_02_03_223.jpg,real,0.887387,10
0003_01_02_03_229.jpg,real,0.886405,10
0003_01_02_03_234.jpg,real,0.953663,11
0003_01_02_03_24.jpg,real,0.951219,9
0003_01_02_03_245.jpg,attack,0.663934,10
0003_01_02_03_250.jpg,attack,0.541387,12
0003_01_02_03_256.jpg,attack,0.697031,15
0003_01_02_03_261.jpg,real,0.911043,10
0003_01_02_03_267.jpg,real,0.918096,10
0003_01_02_03_272.jpg,attack,0.662542,11
0003_01_02_03_278.jpg,real,0.911483,10
0003_01_02_03_283.jpg,attack,0.674344,10
0003_01_02_03_289.jpg,attack,0.641378,10
0003_01_02_03_294.jpg,real,0.900849,10
0003_01_02_03_30.jpg,real,0.945868,10
0003_01_02_03_305.jpg,attack,0.539135,10
0003_01_02_03_310.jpg,attack,0.539236,10
0003_01_02_03_316.jpg,real,0.875629,10
0003_01_02_03_321.jpg,attack,0.543696,9
0003_01_02_03_327.jpg,attack,0.674928,10
0003_01_02_03_332.jpg,attack,0.652547,9
0003_01_02_03_338.jpg,real,0.863758,10
0003_01_02_03_343.jpg,real,0.847679,9
0003_01_02_03_349.jpg,attack,0.348009,11
0003_01_02_03_355.jpg,real,0.89692,12
0003_01_02_03_360.jpg,real,0.902145,15
0003_01_02_03_366.jpg,real,0.9051,11
0003_01_02_03_371.jpg,attack,0.772578,10
0003_01_02_03_377.jpg,real,0.906935,10
0003_01_02_03_382.jpg,real,0.84329,10
0003_01_02_03_388.jpg,attack,0.681975,10
0003_01_02_03_393.jpg,real,0.921145,10
0003_01_02_03_399.jpg,real,0.833115,10
0003_01_02_03_404.jpg,attack,0.69905,12
0003_01_02_03_41.jpg,attack,0.634383,10
0003_01_02_03_415.jpg,real,0.832805,11
0003_01_02_03_420.jpg,real,0.90198,9
0003_01_02_03_426.jpg,attack,0.644617,10
0003_01_02_03_431.jpg,real,0.855218,10
0003_01_02_03_437.jpg,real,0.89358,8
0003_01_02_03_442.jpg,attack,0.506576,9
0003_01_02_03_448.jpg,attack,0.680568,9
0003_01_02_03_453.jpg,attack,0.413906,9
0003_01_02_03_459.jpg,attack,0.762149,11
0003_01_02_03_464.jpg,attack,0.601462,15
0003_01_02_03_47.jpg,attack,0.520635,11
0003_01_02_03_475.jpg,attack,0.755878,15
0003_01_02_03_480.jpg,real,0.912625,15
0003_01_02_03_486.jpg,attack,0.595004,15
0003_01_02_03_492.jpg,real,0.914118,11
0003_01_02_03_498.jpg,real,0.904393,10
0003_01_02_03_55.jpg,attack,0.522382,9
0003_01_02_03_61.jpg,attack,0.524666,10
0003_01_02_03_67.jpg,attack,0.524763,16
0003_01_02_03_74.jpg,attack,0.66329,10
0003_01_02_03_80.jpg,real,0.915792,11
0003_01_02_03_86.jpg,real,0.973368,9
0003_01_02_03_92.jpg,real,0.975629,9
0003_01_02_03_98.jpg,real,0.908174,9
0003_01_03_02_10.jpg,attack,0.727776,9
0003_01_03_02_118.jpg,real,0.948329,10
0003_01_03_02_136.jpg,real,0.908023,12
0003_01_03_02_154.jpg,real,0.908229,10
0003_01_03_02_172.jpg,real,0.815913,9
0003_01_03_02_190.jpg,real,0.822936,8
0003_01_03_02_209.jpg,real,0.903282,8
0003_01_03_02_227.jpg,real,0.908639,9
0003_01_03_02_245.jpg,real,0.921869,9
0003_01_03_02_263.jpg,real,0.911856,8
0003_01_03_02_281.jpg,real,0.909506,10
0003_01_03_02_30.jpg,real,0.945349,9
0003_01_03_02_318.jpg,real,0.898611,8
0003_01_03_02_336.jpg,real,0.924732,11
0003_01_03_02_354.jpg,real,0.901498,8
0003_01_03_02_372.jpg,real,0.891485,9
0003_01_03_02_390.jpg,real,0.849044,8
0003_01_03_02_409.jpg,real,0.884605,10
0003_01_03_02_427.jpg,real,0.905778,9
0003_01_03_02_445.jpg,real,0.90645,9
0003_01_03_02_463.jpg,real,0.905398,8
0003_01_03_02_481.jpg,real,0.901876,8
0003_01_03_02_5.jpg,real,0.803479,11
0003_01_03_02_68.jpg,real,0.94813,13
0003_01_03_02_86.jpg,real,0.948332,8
0003_01_03_03_100.jpg,real,0.9324,9
0003_01_03_03_106.jpg,real,0.863354,10
0003_01_03_03_112.jpg,real,0.882492,9
0003_01_03_03_118.jpg,real,0.900299,10
0003_01_03_03_124.jpg,real,0.940075,9
0003_01_03_03_130.jpg,real,0.908419,10
0003_01_03_03_136.jpg,real,0.855487,9
0003_01_03_03_142.jpg,real,0.939562,9
0003_01_03_03_148.jpg,real,0.950657,11
0003_01_03_03_154.jpg,real,0.925662,9
0003_01_03_03_160.jpg,real,0.936807,10
0003_01_03_03_166.jpg,real,0.898727,10
0003_01_03_03_172.jpg,attack,0.624205,10
0003_01_03_03_178.jpg,attack,0.332046,11
0003_01_03_03_184.jpg,attack,0.350159,8
0003_01_03_03_190.jpg,attack,0.734432,9
0003_01_03_03_196.jpg,attack,0.659614,8
0003_01_03_03_201.jpg,attack,0.743283,11
0003_01_03_03_207.jpg,attack,0.749129,14
0003_01_03_03_212.jpg,attack,0.641528,10
0003_01_03_03_218.jpg,attack,0.602611,9
0003_01_03_03_223.jpg,attack,0.369387,9
0003_01_03_03_229.jpg,attack,0.376257,9
0003_01_03_03_234.jpg,attack,0.358052,10
0003_01_03_03_24.jpg,real,0.954437,9
0003_01_03_03_245.jpg,attack,0.364761,9
0003_01_03_03_250.jpg,attack,0.600197,9
0003_01_03_03_256.jpg,attack,0.645268,9
0003_01_03_03_261.jpg,attack,0.725178,9
0003_01_03_03_267.jpg,attack,0.669447,12
0003_01_03_03_272.jpg,attack,0.744564,10
0003_01_03_03_278.jpg,real,0.904657,10
0003_01_03_03_283.jpg,real,0.907038,9
0003_01_03_03_289.jpg,real,0.926609,9
0003_01_03_03_294.jpg,real,0.902817,9
0003_01_03_03_30.jpg,attack,0.746377,9
0003_01_03_03_305.jpg,attack,0.726805,9
0003_01_03_03_310.jpg,attack,0.732388,9
0003_01_03_03_316.jpg,real,0.839592,12
0003_01_03_03_321.jpg,real,0.875079,12
0003_01_03_03_327.jpg,real,0.881943,9
0003_01_03_03_332.jpg,real,0.845217,11
0003_01_03_03_338.jpg,real,0.855504,9
0003_01_03_03_343.jpg,real,0.898243,9
0003_01_03_03_349.jpg,real,0.854325,9
0003_01_03_03_354.jpg,real,0.842711,10
0003_01_03_03_36.jpg,attack,0.744428,11
0003_01_03_03_365.jpg,real,0.841551,9
0003_01_03_03_370.jpg,attack,0.701807,8
0003_01_03_03_376.jpg,attack,0.683181,10
0003_01_03_03_381.jpg,attack,0.343014,9
0003_01_03_03_387.jpg,attack,0.339058,10
0003_01_03_03_392.jpg,attack,0.341263,10
0003_01_03_03_398.jpg,attack,0.679598,8
0003_01_03_03_403.jpg,attack,0.688394,9
0003_01_03_03_409.jpg,attack,0.341921,10
0003_01_03_03_414.jpg,attack,0.65021,16
0003_01_03_03_42.jpg,attack,0.743459,14
0003_01_03_03_428.jpg,attack,0.348078,18
0003_01_03_03_433.jpg,attack,0.367458,21
0003_01_03_03_439.jpg,attack,0.372545,14
0003_01_03_03_444.jpg,attack,0.360668,15
0003_01_03_03_45.jpg,real,0.818809,16
0003_01_03_03_455.jpg,attack,0.345195,23
0003_01_03_03_460.jpg,attack,0.740141,19
0003_01_03_03_466.jpg,attack,0.342972,22
0003_01_03_03_471.jpg,attack,0.349449,15
0003_01_03_03_477.jpg,attack,0.346338,15
0003_01_03_03_482.jpg,attack,0.350677,13
0003_01_03_03_488.jpg,attack,0.692198,12
0003_01_03_03_493.jpg,attack,0.35625,16
0003_01_03_03_499.jpg,attack,0.685993,14
0003_01_03_03_55.jpg,real,0.845616,12
0003_01_03_03_61.jpg,real,0.862187,12
0003_01_03_03_67.jpg,real,0.895824,13
0003_01_03_03_73.jpg,real,0.958609,13
0003_01_03_03_79.jpg,real,0.954719,12
0003_01_03_03_85.jpg,real,0.878563,12
0003_01_03_03_91.jpg,real,0.936446,16
0003_01_03_03_97.jpg,real,0.865755,14
0003_01_04_02_0.jpg,attack,0.745767,13
0003_01_04_02_117.jpg,real,0.861719,12
0003_01_04_02_137.jpg,real,0.871772,12
0003_01_04_02_157.jpg,real,0.865871,11
0003_01_04_02_175.jpg,real,0.862514,11
0003_01_04_02_193.jpg,real,0.86979,11
0003_01_04_02_211.jpg,real,0.893712,20
0003_01_04_02_23.jpg,real,0.935958,14
0003_01_04_02_248.jpg,real,0.869968,11
0003_01_04_02_266.jpg,real,0.858375,11
0003_01_04_02_284.jpg,real,0.857716,10
0003_01_04_02_302.jpg,real,0.857321,10
0003_01_04_02_327.jpg,real,0.860376,9
0003_01_04_02_345.jpg,real,0.943503,10
0003_01_04_02_363.jpg,real,0.870181,9
0003_01_04_02_381.jpg,real,0.851612,11
0003_01_04_02_40.jpg,real,0.890435,10
0003_01_04_02_418.jpg,real,0.869218,10
0003_01_04_02_436.jpg,real,0.907443,10
0003_01_04_02_454.jpg,real,0.842445,10
0003_01_04_02_472.jpg,real,0.920273,16
0003_01_04_02_490.jpg,real,0.862743,10
0003_01_04_02_60.jpg,real,0.884698,10
0003_01_04_02_8.jpg,real,0.927473,14
0003_01_04_02_98.jpg,real,0.874936,12
0003_01_04_03_10.jpg,real,0.894075,10
0003_01_04_03_105.jpg,attack,0.64427,9
0003_01_04_03_110.jpg,attack,0.545489,9
0003_01_04_03_116.jpg,attack,0.540354,12
0003_01_04_03_121.jpg,attack,0.613159,10
0003_01_04_03_127.jpg,attack,0.535338,10
0003_01_04_03_133.jpg,attack,0.542584,11
0003_01_04_03_139.jpg,attack,0.538591,9
0003_01_04_03_145.jpg,attack,0.543008,10
0003_01_04_03_150.jpg,attack,0.542204,8
0003_01_04_03_156.jpg,real,0.941611,11
0003_01_04_03_161.jpg,attack,0.543303,10
0003_01_04_03_167.jpg,real,0.964252,8
0003_01_04_03_172.jpg,real,0.951669,9
0003_01_04_03_178.jpg,attack,0.620008,10
0003_01_04_03_183.jpg,attack,0.535733,10
0003_01_04_03_189.jpg,attack,0.541412,9
0003_01_04_03_194.jpg,attack,0.545685,10
0003_01_04_03_20.jpg,attack,0.517495,13
0003_01_04_03_205.jpg,attack,0.767543,10
0003_01_04_03_210.jpg,real,0.959326,10
0003_01_04_03_216.jpg,attack,0.546649,9
0003_01_04_03_221.jpg,attack,0.526574,10
0003_01_04_03_227.jpg,attack,0.520075,9
0003_01_04_03_232.jpg,attack,0.541602,10
0003_01_04_03_238.jpg,attack,0.52025,10
0003_01_04_03_243.jpg,attack,0.505491,10
0003_01_04_03_249.jpg,attack,0.761366,9
0003_01_04_03_254.jpg,real,0.922703,9
0003_01_04_03_26.jpg,attack,0.544461,10
0003_01_04_03_265.jpg,real,0.890707,10
0003_01_04_03_270.jpg,attack,0.544926,9
0003_01_04_03_276.jpg,attack,0.523158,12
0003_01_04_03_281.jpg,attack,0.519213,10
0003_01_04_03_287.jpg,attack,0.542999,10
0003_01_04_03_292.jpg,attack,0.520096,9
0003_01_04_03_298.jpg,attack,0.544884,9
0003_01_04_03_302.jpg,attack,0.523987,11
0003_01_04_03_308.jpg,attack,0.546061,15
0003_01_04_03_313.jpg,real,0.955826,9
0003_01_04_03_319.jpg,real,0.909881,10
0003_01_04_03_325.jpg,real,0.955809,9
0003_01_04_03_331.jpg,real,0.943774,10
0003_01_04_03_337.jpg,real,0.838491,10
0003_01_04_03_343.jpg,attack,0.772705,10
0003_01_04_03_349.jpg,attack,0.535246,11
0003_01_04_03_355.jpg,attack,0.532671,9
0003_01_04_03_360.jpg,attack,0.528316,10
0003_01_04_03_366.jpg,attack,0.521662,11
0003_01_04_03_371.jpg,attack,0.518746,9
0003_01_04_03_377.jpg,attack,0.505831,10
0003_01_04_03_382.jpg,attack,0.545483,9
0003_01_04_03_388.jpg,attack,0.510071,10
0003_01_04_03_393.jpg,attack,0.547068,9
0003_01_04_03_399.jpg,real,0.975871,10
0003_01_04_03_404.jpg,real,0.894362,9
0003_01_04_03_41.jpg,real,0.960468,11
0003_01_04_03_415.jpg,attack,0.540514,21
0003_01_04_03_420.jpg,attack,0.540036,10
0003_01_04_03_426.jpg,attack,0.540128,10
0003_01_04_03_431.jpg,attack,0.539585,9
0003_01_04_03_437.jpg,real,0.950522,11
0003_01_04_03_442.jpg,real,0.968508,10
0003_01_04_03_448.jpg,real,0.943861,10
0003_01_04_03_453.jpg,attack,0.540225,9
0003_01_04_03_459.jpg,real,0.961191,10
0003_01_04_03_464.jpg,attack,0.545305,8
0003_01_04_03_47.jpg,attack,0.545494,11
0003_01_04_03_475.jpg,real,0.875156,10
0003_01_04_03_480.jpg,real,0.920013,9
0003_01_04_03_487.jpg,attack,0.794259,9
0003_01_04_03_492.jpg,attack,0.542174,10
0003_01_04_03_498.jpg,attack,0.540913,9
0003_01_04_03_53.jpg,attack,0.523592,8
0003_01_04_03_59.jpg,attack,0.526552,8
0003_01_04_03_64.jpg,attack,0.547753,11
0003_01_04_03_70.jpg,attack,0.538823,13
0003_01_04_03_76.jpg,attack,0.538391,9
0003_01_04_03_81.jpg,attack,0.54313,10
0003_01_04_03_87.jpg,attack,0.522875,9
0003_01_04_03_92.jpg,attack,0.535775,9
0003_01_04_03_98.jpg,attack,0.544586,9
0003_01_08_03_0.jpg,attack,0.62282,10
0003_01_08_03_103.jpg,attack,0.639579,9
0003_01_08_03_109.jpg,attack,0.654228,9
0003_01_08_03_114.jpg,attack,0.709734,9
0003_01_08_03_12.jpg,attack,0.61266,11
0003_01_08_03_125.jpg,attack,0.7739,10
0003_01_08_03_130.jpg,attack,0.722309,12
0003_01_08_03_136.jpg,attack,0.613149,9
0003_01_08_03_141.jpg,attack,0.616414,9
0003_01_08_03_147.jpg,attack,0.773759,10
0003_01_08_03_152.jpg,attack,0.627194,9
0003_01_08_03_158.jpg,attack,0.617197,9
0003_01_08_03_163.jpg,attack,0.778869,10
0003_01_08_03_169.jpg,attack,0.77671,13
0003_01_08_03_174.jpg,attack,0.627362,10
0003_01_08_03_18.jpg,attack,0.614985,8
0003_01_08_03_185.jpg,attack,0.575818,10
0003_01_08_03_190.jpg,attack,0.580516,8
0003_01_08_03_196.jpg,attack,0.624464,9
0003_01_08_03_200.jpg,attack,0.624257,9
0003_01_08_03_206.jpg,attack,0.774251,9
0003_01_08_03_211.jpg,attack,0.772593,8
0003_01_08_03_217.jpg,attack,0.598972,9
0003_01_08_03_222.jpg,attack,0.648079,9
0003_01_08_03_228.jpg,attack,0.686849,10
0003_01_08_03_233.jpg,attack,0.596788,10
0003_01_08_03_239.jpg,attack,0.606208,10
0003_01_08_03_244.jpg,attack,0.689663,9
0003_01_08_03_25.jpg,attack,0.774057,11
0003_01_08_03_255.jpg,attack,0.607258,9
0003_01_08_03_260.jpg,attack,0.685155,9
0003_01_08_03_266.jpg,attack,0.773789,9
0003_01_08_03_271.jpg,attack,0.772077,10
0003_01_08_03_277.jpg,attack,0.671279,15
0003_01_08_03_282.jpg,attack,0.70475,10
0003_01_08_03_288.jpg,attack,0.610803,9
0003_01_08_03_293.jpg,attack,0.60897,10
0003_01_08_03_299.jpg,attack,0.609534,8
0003_01_08_03_303.jpg,attack,0.622772,9
0003_01_08_03_309.jpg,attack,0.682062,10
0003_01_08_03_314.jpg,attack,0.683213,10
0003_01_08_03_32.jpg,attack,0.62742,9
0003_01_08_03_325.jpg,attack,0.673829,8
0003_01_08_03_330.jpg,attack,0.723056,9
0003_01_08_03_336.jpg,attack,0.777111,11
0003_01_08_03_341.jpg,attack,0.625248,9
0003_01_08_03_347.jpg,attack,0.728414,9
0003_01_08_03_352.jpg,attack,0.584214,9
0003_01_08_03_358.jpg,attack,0.617658,10
0003_01_08_03_363.jpg,attack,0.604924,9
